card_1,card_2,usage_count,win_rate_percent
Elixir Collector,Knight,568,48.24
Bats,Zappies,568,51.58
Goblin Drill,Royal Recruits,567,38.1
Barbarian Hut,Mini P.E.K.K.A,567,53.26
Lava Hound,Lumberjack,567,40.21
Graveyard,Hunter,567,38.45
Rocket,Skeleton Barrel,566,47.0
Mortar,Poison,565,52.57
Archers,Flying Machine,565,52.74
Electro Wizard,Goblinstein,565,55.22
Goblin Curse,Mother Witch,565,46.73
Elixir Golem,Tombstone,565,47.61
Bandit,Elixir Golem,564,43.62
Little Prince,Spear Goblins,564,54.79
Archers,Goblin Giant,563,52.75
Electro Wizard,Spirit Empress,563,51.87
Bowler,P.E.K.K.A,563,51.51
Vines,Zappies,562,49.64
Goblin Cage,Miner,562,45.73
Ice Spirit,Mother Witch,562,52.49
Elixir Collector,Mega Minion,561,46.35
Cannon Cart,Spear Goblins,561,43.85
Goblin Curse,Ram Rider,561,50.09
Bandit,Goblin Curse,560,55.18
Barbarians,Goblin Giant,560,50.71
Mighty Miner,Rocket,559,49.02
Baby Dragon,Rascals,559,58.68
Clone,Lava Hound,559,34.17
Battle Ram,Royal Giant,559,52.06
Fire Spirit,Skeleton Barrel,558,55.2
Clone,Vines,558,41.04
Fire Spirit,Royal Hogs,557,50.09
Hunter,Ice Wizard,557,54.58
Bats,Lava Hound,557,38.06
Executioner,Night Witch,557,52.42
Freeze,Mighty Miner,557,52.06
Spirit Empress,Tesla,557,50.09
Hunter,Inferno Tower,556,56.47
Musketeer,Tornado,556,52.88
Goblin Cage,Ram Rider,554,55.23
Bandit,Royal Delivery,554,50.9
Bowler,Electro Giant,554,40.43
Barbarian Barrel,Goblin Curse,553,50.27
Goblin Cage,Goblinstein,553,30.56
Cannon,Clone,551,43.01
Electro Giant,Minion Horde,550,52.0
Ram Rider,Royal Giant,550,40.91
Princess,Zappies,549,54.28
Rune Giant,Wizard,549,51.91
Earthquake,Guards,548,46.72
Bomb Tower,Ice Wizard,548,50.73
Battle Ram,Three Musketeers,548,43.98
Mega Knight,Phoenix,548,56.93
Goblins,Lumberjack,547,55.03
Giant Skeleton,Graveyard,547,49.18
Tombstone,Zappies,546,43.41
Goblinstein,Royal Ghost,546,50.73
Monk,Royal Ghost,544,51.84
Inferno Dragon,Three Musketeers,543,52.3
Skeletons,Spirit Empress,543,49.17
Lumberjack,Rocket,543,48.8
Fire Spirit,Heal Spirit,543,23.57
Hog Rider,Spirit Empress,542,50.37
Cannon,Mother Witch,542,52.58
Flying Machine,Lightning,542,36.72
Ice Golem,Mega Minion,541,39.56
Bomber,Flying Machine,541,50.46
Night Witch,Phoenix,540,36.3
Furnace,Spear Goblins,540,56.48
Electro Dragon,Royal Recruits,539,52.13
Ice Wizard,Royal Recruits,539,48.79
Electro Spirit,Little Prince,538,47.4
Goblin Giant,Miner,538,27.14
Royal Ghost,Void,538,44.42
Sparky,X-Bow,537,39.48
Goblin Curse,Skeleton Barrel,537,48.23
Ice Golem,Sparky,535,52.52
Berserker,Freeze,535,47.29
Goblinstein,Graveyard,534,29.78
Mighty Miner,Ram Rider,532,54.32
Little Prince,Royal Delivery,532,48.12
Bomber,Mighty Miner,532,55.45
Hunter,Tombstone,532,59.96
Ice Golem,Spear Goblins,531,48.78
Battle Ram,Ram Rider,531,52.54
Cannon,X-Bow,530,48.3
Bandit,Mighty Miner,530,52.64
Cannon,Monk,529,53.69
Goblin Curse,Royal Hogs,529,50.66
Void,Zap,529,41.97
Flying Machine,Giant,528,54.55
Bats,Earthquake,528,51.14
Mortar,Tombstone,528,33.9
Graveyard,Rage,527,48.01
Knight,Monk,527,52.56
Electro Spirit,Elixir Golem,527,40.23
Berserker,Ram Rider,526,52.09
Giant Snowball,Goblin Demolisher,526,22.05
Cannon,Phoenix,525,35.81
Royal Ghost,Spirit Empress,525,48.95
P.E.K.K.A,Void,525,40.38
Archer Queen,Lightning,524,27.48
Fire Spirit,Furnace,524,50.19
Electro Wizard,Skeleton Dragons,523,52.2
Bats,Elixir Collector,522,40.42
Lumberjack,Spirit Empress,521,41.65
Flying Machine,Lumberjack,521,39.35
Battle Healer,Dark Prince,520,55.96
Electro Dragon,Mother Witch,520,50.58
Royal Recruits,X-Bow,520,32.31
Golden Knight,Phoenix,520,33.46
Goblin Machine,Minions,519,47.78
Elixir Golem,Wall Breakers,519,46.82
Dart Goblin,Goblin Machine,519,45.47
Little Prince,Tombstone,519,55.88
Berserker,Rage,519,51.64
Suspicious Bush,Zap,519,52.79
Freeze,Goblin Cage,517,53.38
Elixir Golem,Giant Snowball,517,40.62
Berserker,Ice Golem,517,42.75
Golem,X-Bow,517,31.91
Battle Ram,Little Prince,516,55.81
Clone,Elixir Golem,516,33.72
Mother Witch,Skeleton Barrel,515,48.74
Magic Archer,Rocket,515,49.71
Goblin Gang,Zappies,513,47.76
Ram Rider,Rocket,511,55.58
Boss Bandit,Golem,511,42.47
Fire Spirit,Ice Wizard,510,55.69
Goblins,Ice Golem,510,51.57
Balloon,Flying Machine,510,29.8
Elixir Golem,Lightning,510,41.57
Minions,X-Bow,509,43.03
Monk,Zap,509,50.29
Barbarians,Bowler,508,54.92
Baby Dragon,Goblin Machine,508,53.35
Boss Bandit,Hunter,508,54.13
Ram Rider,Royal Delivery,508,55.12
Bomb Tower,Ram Rider,508,52.36
Electro Dragon,Minion Horde,507,50.89
Goblin Cage,Ice Golem,507,41.22
Electro Dragon,Giant Skeleton,507,52.07
Boss Bandit,Ice Golem,506,52.57
Balloon,Golem,505,47.13
Freeze,Royal Recruits,504,48.02
Prince,Suspicious Bush,504,56.15
Hunter,Musketeer,504,56.35
Bandit,Royal Hogs,504,50.0
Freeze,Mega Minion,504,47.82
Cannon,Fisherman,503,50.3
Cannon,Flying Machine,503,55.27
Giant Skeleton,Three Musketeers,503,38.17
Flying Machine,P.E.K.K.A,502,55.78
Giant Skeleton,Little Prince,502,56.97
Lightning,Monk,501,30.14
Goblin Demolisher,The Log,500,53.6
Dart Goblin,Night Witch,500,50.0
Little Prince,Skeleton Barrel,499,55.11
Baby Dragon,Monk,499,55.31
Furnace,Magic Archer,499,57.11
Bowler,Lightning,499,38.48
Goblin Curse,Ice Wizard,498,46.18
Mirror,Royal Giant,498,45.18
Royal Delivery,Tornado,497,47.28
Baby Dragon,Rune Giant,497,51.31
Fisherman,Golden Knight,497,55.13
Fisherman,Goblinstein,496,33.27
Goblin Hut,Mortar,496,27.22
Bandit,Royal Giant,496,53.23
Night Witch,Royal Ghost,496,50.0
Wall Breakers,Zappies,496,52.42
Lava Hound,Three Musketeers,496,27.02
Archer Queen,Electro Spirit,495,50.3
Bomber,Mortar,494,50.2
Bowler,Skeleton Barrel,493,47.26
Fire Spirit,Ram Rider,491,58.04
Bomber,Royal Delivery,491,50.92
Golden Knight,Golem,490,50.82
Fireball,Heal Spirit,490,34.9
Heal Spirit,Skeleton Army,490,53.88
Phoenix,Valkyrie,490,51.43
Bomb Tower,Mortar,489,31.7
Fisherman,Mirror,489,41.72
Executioner,Fisherman,488,48.98
Mega Minion,Royal Hogs,488,43.85
Barbarian Barrel,Spirit Empress,488,50.2
Elixir Golem,Miner,488,44.47
Golem,Rocket,488,46.52
Baby Dragon,Barbarian Hut,488,49.39
Elixir Collector,Ice Spirit,487,36.55
Hunter,Magic Archer,487,55.85
Bandit,Mega Minion,487,61.19
Barbarian Barrel,Rascals,486,30.45
Archer Queen,Barbarian Barrel,486,48.15
Hog Rider,Night Witch,486,51.65
Executioner,Suspicious Bush,486,54.12
Giant Skeleton,Poison,485,55.05
Skeleton Dragons,Tesla,485,53.81
Battle Ram,Royal Delivery,484,50.21
Balloon,X-Bow,484,43.6
Royal Hogs,X-Bow,484,45.87
Mortar,Vines,483,51.55
Lightning,Wall Breakers,483,45.76
Balloon,Zappies,483,50.52
Electro Giant,Zappies,483,40.37
Goblin Demolisher,Goblins,483,20.5
Goblin Gang,Spirit Empress,482,53.73
Ice Spirit,Zappies,482,51.24
Guards,Night Witch,482,46.27
Lava Hound,P.E.K.K.A,481,28.27
Electro Wizard,Monk,481,53.43
Minion Horde,Tornado,481,44.7
Electro Spirit,Suspicious Bush,480,43.96
Hunter,Royal Recruits,479,42.17
Berserker,Royal Recruits,479,43.63
Archer Queen,Miner,479,42.38
Elixir Collector,P.E.K.K.A,478,50.42
P.E.K.K.A,Zappies,478,53.97
Goblin Cage,Magic Archer,478,58.16
Elixir Collector,Mini P.E.K.K.A,478,48.54
Battle Ram,Berserker,477,55.77
Barbarian Hut,Barbarians,477,48.43
Clone,Ice Wizard,477,48.01
Archer Queen,Giant Snowball,477,44.86
Flying Machine,Mother Witch,477,45.7
Skeleton King,Suspicious Bush,476,52.1
Goblin Curse,Suspicious Bush,476,34.03
Battle Healer,Electro Wizard,476,50.63
Elixir Collector,Goblin Gang,476,45.8
Skeleton Barrel,Tornado,476,48.32
Goblin Drill,Royal Delivery,476,42.02
Guards,Suspicious Bush,476,53.99
Goblin Gang,Monk,476,51.68
Golden Knight,Mortar,475,51.16
Golem,Lava Hound,475,27.37
Bowler,Skeleton King,474,53.59
Furnace,Goblin Curse,474,47.89
Archers,Zappies,474,59.07
Poison,Royal Giant,473,58.77
Fisherman,Prince,472,52.33
Golden Knight,Spirit Empress,472,53.6
Furnace,Goblin Giant,472,50.0
Battle Ram,Lightning,472,43.01
Archer Queen,Minions,470,51.7
Night Witch,P.E.K.K.A,470,51.7
Goblin Demolisher,Poison,469,21.11
Minions,Night Witch,469,56.29
Clone,Mother Witch,469,45.84
Goblin Hut,Sparky,468,55.77
Miner,Royal Recruits,468,48.72
Goblin Giant,Golden Knight,468,49.15
Mighty Miner,Minion Horde,468,52.56
Barbarian Hut,Goblin Gang,468,31.84
Boss Bandit,Tornado,468,45.09
Archer Queen,Elite Barbarians,467,53.32
Night Witch,Prince,467,53.75
Royal Giant,Zappies,467,53.32
Tesla,Tombstone,466,50.86
Battle Healer,Dart Goblin,466,49.14
Archer Queen,Balloon,466,53.65
Graveyard,Zappies,465,34.19
Ram Rider,Royal Hogs,464,50.86
Barbarians,Royal Delivery,464,47.84
Goblins,Royal Giant,463,52.48
Royal Delivery,Royal Recruits,463,50.32
Goblin Barrel,Goblin Machine,461,51.41
Lava Hound,Royal Recruits,461,27.33
Lumberjack,Suspicious Bush,461,37.09
Little Prince,Minion Horde,461,54.88
Mirror,Zappies,460,42.39
Barbarian Barrel,Three Musketeers,459,39.43
Goblin Demolisher,Mega Knight,459,55.34
Battle Healer,Guards,459,52.94
Royal Delivery,Tombstone,459,53.16
Goblin Giant,Hog Rider,458,48.03
Freeze,Golem,458,48.03
Graveyard,Magic Archer,458,49.56
Dark Prince,Mighty Miner,458,58.52
Berserker,Golem,457,40.04
Goblins,Tornado,457,52.74
Boss Bandit,Spirit Empress,457,49.23
Bandit,Rascals,456,53.07
Little Prince,Royal Giant,456,52.19
Bomber,Graveyard,456,46.05
Battle Ram,Miner,456,51.32
Goblin Drill,Inferno Dragon,455,47.69
Dark Prince,X-Bow,455,52.53
Electro Giant,Lava Hound,455,27.03
Goblin Drill,Goblinstein,454,21.15
Dark Prince,Elixir Golem,454,46.26
Bomb Tower,Skeleton King,454,49.78
P.E.K.K.A,Suspicious Bush,453,48.57
Archer Queen,Ice Wizard,453,52.76
Goblinstein,Zap,453,57.62
Elite Barbarians,Graveyard,453,48.34
Archer Queen,Dark Prince,453,52.32
Rascals,Skeleton King,453,32.45
Bandit,Goblin Cage,452,56.19
Mirror,Spear Goblins,451,45.45
Archers,Spirit Empress,451,55.43
Rascals,Zap,451,56.76
Freeze,X-Bow,451,41.02
Dark Prince,Zappies,450,52.67
Goblin Curse,Inferno Tower,450,49.33
Inferno Dragon,Monk,450,49.78
Berserker,Inferno Tower,449,51.89
Rune Giant,Valkyrie,449,45.88
Electro Giant,Vines,448,51.56
Mirror,Tombstone,448,43.97
Miner,Night Witch,448,49.33
Battle Healer,Skeletons,448,46.21
Elite Barbarians,Giant,448,58.26
Giant Skeleton,Goblin Curse,448,55.8
Poison,Rascals,447,30.2
Furnace,Little Prince,447,54.36
Furnace,Lightning,447,49.66
Fisherman,Princess,446,50.0
Goblin Demolisher,Tesla,446,34.98
Barbarian Barrel,Giant,446,56.28
Goblin Hut,Lumberjack,445,49.89
Giant Snowball,Goblin Curse,445,53.03
Goblin Giant,Goblinstein,444,32.88
Goblin Demolisher,Goblin Hut,444,19.82
Electro Giant,Musketeer,444,58.11
Bandit,Ice Golem,444,55.18
Knight,Three Musketeers,444,46.62
Giant Skeleton,Goblins,444,38.29
Elixir Collector,Valkyrie,443,49.89
Giant Skeleton,Royal Recruits,443,39.73
Bats,Three Musketeers,442,45.7
Goblin Drill,Wizard,442,51.81
Miner,Mother Witch,441,46.71
Fire Spirit,Flying Machine,441,26.3
Cannon Cart,Firecracker,439,56.04
Valkyrie,Void,439,49.66
Fire Spirit,Goblin Demolisher,438,18.49
Elixir Golem,Skeleton Barrel,437,39.36
Ice Golem,Royal Delivery,437,44.62
Heal Spirit,Witch,436,54.82
Battle Healer,Goblin Gang,436,52.29
Battle Healer,Mirror,436,43.58
Golem,Miner,436,50.69
Berserker,Goblin Curse,435,34.25
Goblin Gang,Three Musketeers,435,43.45
Graveyard,Royal Delivery,435,50.8
Furnace,Rocket,435,48.51
Heal Spirit,Tornado,434,33.87
Hunter,Spear Goblins,434,59.22
Bowler,Tombstone,433,56.35
Firecracker,Heal Spirit,433,54.97
Goblins,Ice Wizard,432,53.7
Heal Spirit,Mirror,432,30.56
Elixir Collector,Golden Knight,432,36.81
Bowler,Miner,432,48.15
Electro Dragon,Spirit Empress,431,43.39
Goblin Hut,Rage,431,57.54
Ice Wizard,Mega Minion,430,60.7
Monk,Vines,430,48.84
Miner,Royal Giant,430,50.7
Freeze,Goblin Curse,429,49.18
Firecracker,Goblin Machine,429,47.79
Goblins,Mortar,428,54.91
Electro Dragon,Little Prince,428,52.57
Bats,Monk,428,48.83
Heal Spirit,Lumberjack,427,38.64
Royal Giant,Three Musketeers,427,34.43
Golem,Mirror,427,45.2
Goblinstein,Ram Rider,427,48.48
Cannon,Rascals,427,50.59
Mini P.E.K.K.A,Void,426,48.59
Mortar,Skeleton Dragons,426,55.16
Goblin Hut,Goblinstein,424,21.23
Royal Hogs,Three Musketeers,424,49.53
Archers,Earthquake,423,51.54
Baby Dragon,Void,423,47.28
Goblin Giant,Royal Recruits,423,35.46
Guards,Mother Witch,422,53.08
Night Witch,Poison,420,54.52
Giant,Golden Knight,420,55.0
Clone,Furnace,420,44.76
Furnace,Tornado,420,50.95
Battle Healer,Cannon,419,41.29
Goblin Cage,Royal Delivery,419,51.55
Royal Giant,Skeleton Dragons,418,48.33
Bandit,Golem,418,59.09
Giant Snowball,Zappies,418,45.93
Executioner,X-Bow,418,46.89
Clone,Electro Dragon,418,47.61
Ice Spirit,Night Witch,418,51.67
Dark Prince,Three Musketeers,418,51.67
Archer Queen,Inferno Tower,417,51.08
Ice Wizard,Mother Witch,417,47.24
Inferno Tower,Mother Witch,417,50.12
Freeze,Royal Delivery,417,50.36
Electro Giant,Phoenix,416,32.93
Battle Healer,Ice Spirit,416,42.07
Goblin Hut,Magic Archer,416,50.24
Goblin Giant,Phoenix,416,31.97
Boss Bandit,Electro Giant,416,37.5
Freeze,Mother Witch,415,47.95
Archers,Monk,415,51.81
Bomb Tower,Minion Horde,415,51.57
Ice Wizard,Night Witch,414,55.07
Cannon Cart,Goblin Barrel,414,50.0
Cannon,Spirit Empress,414,55.31
Bats,Rascals,413,52.3
Elite Barbarians,Goblins,413,54.48
Boss Bandit,Goblin Cage,413,50.61
Minion Horde,X-Bow,413,46.49
Skeleton Dragons,Skeleton King,412,49.27
Ice Golem,Skeleton King,412,50.49
Goblin Machine,Skeletons,412,49.03
Cannon,Goblin Demolisher,412,32.28
Goblin Machine,Prince,411,42.82
Bandit,Clone,411,50.36
Goblin Cage,Rage,411,52.31
Little Prince,Rocket,409,45.72
Flying Machine,Prince,408,48.04
Electro Spirit,Graveyard,408,49.26
Giant,Mortar,408,55.88
Heal Spirit,P.E.K.K.A,407,52.58
Electro Spirit,Elixir Collector,407,36.61
Earthquake,Royal Ghost,407,51.35
Elite Barbarians,Goblin Hut,407,52.33
Knight,Phoenix,407,47.17
Berserker,Goblinstein,407,20.15
Three Musketeers,X-Bow,407,28.01
Fire Spirit,Magic Archer,406,56.4
Golden Knight,Night Witch,406,49.01
Hunter,Minion Horde,405,53.09
Inferno Dragon,Rune Giant,405,48.4
Goblins,Golden Knight,404,54.21
Elite Barbarians,Zappies,404,48.27
Goblins,Minion Horde,403,50.12
Bats,Spirit Empress,402,49.0
Goblins,Golem,402,44.28
Fisherman,Ice Wizard,402,51.0
Archers,Rascals,401,49.13
Goblin Machine,Tesla,401,50.62
Goblin Demolisher,Witch,400,55.5
Elixir Collector,Inferno Dragon,400,56.75
Berserker,Minion Horde,400,45.0
Royal Recruits,Tombstone,400,54.25
Mighty Miner,Royal Hogs,399,48.37
Rage,Suspicious Bush,399,40.35
Clone,Giant Snowball,399,44.36
Flying Machine,Skeletons,399,54.89
Mighty Miner,Tombstone,399,56.39
Goblin Demolisher,Skeleton Army,399,52.38
Furnace,Goblin Drill,398,41.71
Guards,Three Musketeers,398,52.51
Goblin Gang,Lava Hound,398,36.18
Clone,Tornado,398,44.22
Battle Healer,Tesla,397,43.58
Goblin Hut,Minion Horde,397,47.61
Goblin Cage,Tesla,397,52.14
Earthquake,Furnace,397,48.36
Minion Horde,Mortar,396,46.72
Dark Prince,Goblin Curse,396,51.26
Barbarian Barrel,Cannon Cart,396,55.81
Berserker,Mighty Miner,396,53.54
Goblin Cage,Hunter,396,50.51
Baby Dragon,Goblin Drill,395,51.39
Baby Dragon,Spirit Empress,394,52.79
Royal Delivery,Spear Goblins,393,50.13
Firecracker,Goblin Demolisher,393,52.42
Archers,Goblinstein,393,53.69
Electro Wizard,Elixir Collector,392,54.85
Bomb Tower,Lumberjack,391,54.73
Bowler,Goblin Hut,391,37.34
Bomb Tower,Mighty Miner,391,57.54
Golem,Magic Archer,391,55.24
Furnace,Mother Witch,390,46.67
Executioner,Mortar,390,56.41
Goblin Machine,Guards,390,44.1
Clone,Rocket,390,41.79
Barbarian Hut,Valkyrie,389,50.9
Fire Spirit,Golem,389,43.19
Goblin Cage,Mortar,388,26.03
Golem,Hunter,388,36.6
Earthquake,Electro Wizard,388,50.26
Mirror,Poison,388,44.85
Mighty Miner,Royal Giant,387,52.2
Bomb Tower,Electro Dragon,387,52.97
Mortar,Wall Breakers,387,52.71
Battle Healer,Berserker,386,32.38
Elixir Golem,Ram Rider,386,48.96
Battle Ram,Mighty Miner,385,55.06
Earthquake,Ice Golem,383,47.78
Princess,Spirit Empress,383,50.39
Goblin Machine,Wizard,383,50.91
Goblin Demolisher,Valkyrie,383,51.96
Lava Hound,Sparky,383,29.24
Goblin Giant,Skeleton King,382,48.43
Archers,Battle Healer,382,52.09
Hunter,Ice Golem,382,44.24
Royal Ghost,Rune Giant,381,48.82
Executioner,Zappies,381,50.39
Goblin Cage,Golem,381,49.61
Goblin Barrel,Rune Giant,381,53.28
Goblinstein,Vines,379,53.83
Graveyard,Skeleton Barrel,379,44.59
Goblin Curse,Spear Goblins,379,48.28
Lightning,Phoenix,379,28.5
Elixir Collector,Firecracker,378,47.88
Hunter,Royal Delivery,378,52.38
Giant Snowball,Rascals,377,45.09
Barbarian Hut,Royal Hogs,377,28.65
Bandit,Void,376,35.64
Bomb Tower,Royal Delivery,376,50.8
Boss Bandit,Royal Giant,375,54.13
Barbarian Hut,Royal Ghost,375,50.67
Barbarian Barrel,Clone,375,48.0
Goblins,Sparky,375,44.53
Battle Healer,Minions,375,50.4
Inferno Tower,Tesla,374,43.05
Heal Spirit,Tesla,374,47.86
Lava Hound,Mini P.E.K.K.A,374,55.61
Furnace,Ice Golem,374,45.45
Golden Knight,Three Musketeers,373,37.8
Graveyard,Rascals,373,24.4
Clone,Musketeer,373,54.96
Earthquake,Goblins,372,56.18
Bomb Tower,Rage,372,52.96
Ice Golem,Royal Giant,371,50.4
Electro Spirit,Minion Horde,371,50.67
Elixir Golem,Little Prince,370,47.3
Bandit,Berserker,370,53.24
Furnace,Giant,370,50.0
Electro Spirit,Spirit Empress,370,32.43
Bandit,Fisherman,370,51.62
Ram Rider,Void,369,34.42
Mega Minion,Skeleton King,369,55.01
Goblin Giant,Poison,369,33.33
Electro Giant,Magic Archer,369,52.03
Goblin Giant,Musketeer,369,50.68
Elixir Collector,Lightning,368,37.23
Fisherman,Goblin Curse,368,35.6
Elixir Golem,Rocket,368,45.38
Minions,Three Musketeers,368,55.71
Ice Spirit,Skeleton Dragons,367,53.68
Monk,P.E.K.K.A,367,53.68
Boss Bandit,Goblin Machine,367,37.6
Rocket,Three Musketeers,367,39.78
Goblin Curse,Golem,367,49.05
Graveyard,Suspicious Bush,367,22.07
Bomb Tower,Earthquake,366,53.55
Barbarian Hut,Bats,366,21.86
Barbarians,Goblinstein,366,52.73
Boss Bandit,Clone,366,47.81
Minions,Suspicious Bush,365,45.75
Goblin Curse,Musketeer,364,54.95
Boss Bandit,Giant Skeleton,363,53.44
Freeze,Zappies,363,51.24
Electro Dragon,Ice Golem,363,50.41
Bomb Tower,Royal Recruits,363,49.31
Little Prince,Mirror,362,45.03
Goblin Barrel,Phoenix,362,55.8
Spirit Empress,Vines,362,53.04
Giant,Zappies,362,27.62
Boss Bandit,Giant,362,42.54
Furnace,Spirit Empress,361,51.52
Battle Healer,Executioner,361,53.74
Electro Spirit,Mother Witch,361,54.29
Mega Minion,Wall Breakers,360,48.06
Goblin Gang,Goblin Machine,360,47.5
Clone,Dark Prince,359,49.86
Electro Spirit,Goblin Curse,359,54.04
Skeleton Dragons,Wall Breakers,359,44.01
Bomb Tower,Golden Knight,359,54.04
Balloon,Graveyard,359,43.18
Bowler,Minion Horde,359,50.42
Elixir Golem,Giant Skeleton,359,50.42
Barbarian Hut,Prince,358,48.88
Bomb Tower,Sparky,358,53.35
Goblin Machine,Royal Ghost,358,54.19
Fire Spirit,Tornado,358,43.58
Mirror,Royal Delivery,357,35.85
Goblin Hut,Hunter,357,56.86
Cannon Cart,Mega Knight,357,55.46
Electro Dragon,Rocket,356,43.82
Archer Queen,Poison,356,43.82
Electro Wizard,Rascals,355,57.75
Bowler,Little Prince,355,56.34
Clone,Spear Goblins,354,36.44
Clone,Inferno Tower,354,52.54
Elixir Collector,Minion Horde,354,51.13
Archers,Goblin Drill,354,44.63
Graveyard,Mirror,354,37.85
Barbarian Barrel,Goblin Drill,353,49.01
Barbarian Barrel,Goblin Machine,353,49.01
Goblins,Graveyard,352,22.44
Balloon,Mortar,351,50.14
Executioner,Monk,351,53.56
Goblin Curse,Royal Recruits,351,46.72
Lightning,Mirror,351,44.16
Cannon,Goblin Machine,350,53.43
Goblin Machine,Inferno Dragon,350,41.71
Giant Snowball,Suspicious Bush,350,47.43
Furnace,Mortar,350,56.57
Flying Machine,Rocket,350,51.71
Flying Machine,Minions,350,52.29
Bowler,Electro Spirit,349,53.01
Bowler,Elixir Golem,349,45.27
Berserker,Sparky,349,49.0
Golem,Spirit Empress,349,45.27
Hunter,X-Bow,348,48.28
Clone,Tombstone,348,46.55
Inferno Dragon,Rascals,347,50.14
Elixir Collector,Phoenix,347,40.06
Clone,Electro Spirit,347,34.01
Fire Spirit,Mortar,347,57.06
Fireball,Phoenix,347,49.28
Bomb Tower,Little Prince,347,62.54
Royal Giant,Tornado,346,51.45
Berserker,Royal Giant,346,46.53
Berserker,Mirror,346,39.02
Elixir Collector,Prince,345,48.99
Electro Wizard,Goblin Demolisher,345,42.9
Lumberjack,Zappies,345,53.91
Berserker,Little Prince,344,59.88
Goblin Demolisher,Mini P.E.K.K.A,344,56.4
Bowler,Furnace,344,56.69
Bandit,Cannon Cart,344,42.15
Cannon Cart,Princess,344,52.91
Bandit,Night Witch,344,56.69
Goblins,Magic Archer,343,50.15
Berserker,Magic Archer,343,46.94
Barbarian Barrel,Barbarian Hut,343,21.87
Inferno Dragon,Spirit Empress,343,47.23
Battle Healer,Goblin Curse,343,31.2
Bandit,Graveyard,343,48.4
Battle Healer,Bomber,343,47.23
Fire Spirit,Hunter,342,57.6
Ice Spirit,Rascals,342,54.39
Clone,Royal Hogs,342,38.01
Little Prince,Mortar,342,50.0
Minion Horde,Skeleton Dragons,342,40.06
Elixir Collector,Fireball,342,50.29
Rascals,Skeletons,341,53.67
The Log,Three Musketeers,341,51.32
Royal Delivery,Sparky,341,49.27
Baby Dragon,Earthquake,341,48.68
Elixir Golem,Royal Recruits,340,47.06
Firecracker,Void,340,51.47
Electro Dragon,Hunter,340,51.18
Minions,Zappies,340,50.29
Goblinstein,Inferno Tower,339,53.69
Arrows,Rune Giant,339,52.8
Archer Queen,Magic Archer,339,53.98
Elixir Collector,Elixir Golem,339,38.35
Bandit,Goblin Hut,338,52.07
Clone,Ram Rider,338,49.7
Electro Dragon,Goblinstein,338,46.45
Mother Witch,Poison,337,43.32
Electro Dragon,Mega Minion,336,55.65
Barbarians,Monk,335,52.84
Battle Healer,Electro Spirit,335,46.57
Goblin Demolisher,P.E.K.K.A,335,37.91
Boss Bandit,Goblin Hut,335,54.33
Bowler,Mega Minion,334,50.0
Giant Skeleton,Goblin Cage,334,58.38
Berserker,Mortar,334,50.3
Inferno Dragon,Void,333,47.75
Mega Minion,Ram Rider,333,59.76
Furnace,Mega Minion,333,56.16
Arrows,Barbarian Hut,333,45.65
Giant Skeleton,Ice Golem,333,51.95
Earthquake,Goblin Barrel,333,44.74
Goblinstein,Sparky,332,51.81
Goblin Hut,Rascals,332,23.19
Berserker,Tornado,332,44.58
Ice Spirit,Spirit Empress,332,50.3
Goblin Hut,Tesla,332,36.45
Electro Giant,Skeleton King,331,51.96
Dark Prince,Fisherman,331,58.61
Barbarian Hut,Inferno Dragon,331,49.24
Giant,Mirror,331,37.16
Goblin Curse,Goblin Hut,331,51.36
Spirit Empress,Tornado,330,44.24
Barbarian Hut,Tombstone,330,16.97
Guards,Spirit Empress,330,52.42
Goblin Machine,Hog Rider,330,55.45
Battle Healer,Royal Hogs,329,50.76
