card_1,card_2,usage_count,win_rate_percent,total_elixir_cost
Fire Spirit,Heal Spirit,543,23.57,2.0
Hog Rider,Spirit Empress,542,50.37,10.0
Cannon,Mother Witch,542,52.58,7.0
Flying Machine,Lightning,542,36.72,10.0
Ice Golem,Mega Minion,541,39.56,5.0
Bomber,Flying Machine,541,50.46,6.0
Night Witch,Phoenix,540,36.3,8.0
Furnace,Spear Goblins,540,56.48,6.0
Electro Dragon,Royal Recruits,539,52.13,12.0
Ice Wizard,Royal Recruits,539,48.79,10.0
Electro Spirit,Little Prince,538,47.4,4.0
Goblin Giant,Miner,538,27.14,9.0
Royal Ghost,Void,538,44.42,6.0
Sparky,X-Bow,537,39.48,12.0
Goblin Curse,Skeleton Barrel,537,48.23,5.0
Ice Golem,Sparky,535,52.52,8.0
Berserker,Freeze,535,47.29,6.0
Goblinstein,Graveyard,534,29.78,10.0
Mighty Miner,Ram Rider,532,54.32,9.0
Little Prince,Royal Delivery,532,48.12,6.0
Bomber,Mighty Miner,532,55.45,6.0
Hunter,Tombstone,532,59.96,7.0
Ice Golem,Spear Goblins,531,48.78,4.0
Battle Ram,Ram Rider,531,52.54,9.0
Cannon,X-Bow,530,48.3,9.0
Bandit,Mighty Miner,530,52.64,7.0
Cannon,Monk,529,53.69,8.0
Goblin Curse,Royal Hogs,529,50.66,7.0
Void,Zap,529,41.97,5.0
Flying Machine,Giant,528,54.55,9.0
Bats,Earthquake,528,51.14,5.0
Mortar,Tombstone,528,33.9,7.0
Graveyard,Rage,527,48.01,7.0
Knight,Monk,527,52.56,8.0
Electro Spirit,Elixir Golem,527,40.23,4.0
Berserker,Ram Rider,526,52.09,7.0
Giant Snowball,Goblin Demolisher,526,22.05,6.0
Cannon,Phoenix,525,35.81,7.0
Royal Ghost,Spirit Empress,525,48.95,9.0
P.E.K.K.A,Void,525,40.38,10.0
Archer Queen,Lightning,524,27.48,11.0
Fire Spirit,Furnace,524,50.19,5.0
Electro Wizard,Skeleton Dragons,523,52.2,8.0
Bats,Elixir Collector,522,40.42,8.0
Lumberjack,Spirit Empress,521,41.65,10.0
Flying Machine,Lumberjack,521,39.35,8.0
Battle Healer,Dark Prince,520,55.96,8.0
Electro Dragon,Mother Witch,520,50.58,9.0
Royal Recruits,X-Bow,520,32.31,13.0
Golden Knight,Phoenix,520,33.46,8.0
Goblin Machine,Minions,519,47.78,8.0
Elixir Golem,Wall Breakers,519,46.82,5.0
Dart Goblin,Goblin Machine,519,45.47,8.0
Little Prince,Tombstone,519,55.88,6.0
Berserker,Rage,519,51.64,4.0
Suspicious Bush,Zap,519,52.79,4.0
Freeze,Goblin Cage,517,53.38,8.0
Elixir Golem,Giant Snowball,517,40.62,5.0
Berserker,Ice Golem,517,42.75,4.0
Golem,X-Bow,517,31.91,14.0
Battle Ram,Little Prince,516,55.81,7.0
Clone,Elixir Golem,516,33.72,6.0
Mother Witch,Skeleton Barrel,515,48.74,7.0
Magic Archer,Rocket,515,49.71,10.0
Goblin Gang,Zappies,513,47.76,7.0
Ram Rider,Rocket,511,55.58,11.0
Boss Bandit,Golem,511,42.47,14.0
Fire Spirit,Ice Wizard,510,55.69,4.0
Goblins,Ice Golem,510,51.57,4.0
Balloon,Flying Machine,510,29.8,9.0
Elixir Golem,Lightning,510,41.57,9.0
Minions,X-Bow,509,43.03,9.0
Monk,Zap,509,50.29,7.0
Barbarians,Bowler,508,54.92,10.0
Baby Dragon,Goblin Machine,508,53.35,9.0
Boss Bandit,Hunter,508,54.13,10.0
Ram Rider,Royal Delivery,508,55.12,8.0
Bomb Tower,Ram Rider,508,52.36,9.0
Electro Dragon,Minion Horde,507,50.89,10.0
Goblin Cage,Ice Golem,507,41.22,6.0
Electro Dragon,Giant Skeleton,507,52.07,11.0
Boss Bandit,Ice Golem,506,52.57,8.0
Balloon,Golem,505,47.13,13.0
Freeze,Royal Recruits,504,48.02,11.0
Prince,Suspicious Bush,504,56.15,7.0
Hunter,Musketeer,504,56.35,8.0
Bandit,Royal Hogs,504,50.0,8.0
Freeze,Mega Minion,504,47.82,7.0
Cannon,Fisherman,503,50.3,6.0
Cannon,Flying Machine,503,55.27,7.0
Giant Skeleton,Three Musketeers,503,38.17,15.0
Flying Machine,P.E.K.K.A,502,55.78,11.0
Giant Skeleton,Little Prince,502,56.97,9.0
Lightning,Monk,501,30.14,11.0
Goblin Demolisher,The Log,500,53.6,6.0
Dart Goblin,Night Witch,500,50.0,7.0
Little Prince,Skeleton Barrel,499,55.11,6.0
Baby Dragon,Monk,499,55.31,9.0
Furnace,Magic Archer,499,57.11,8.0
Bowler,Lightning,499,38.48,11.0
Goblin Curse,Ice Wizard,498,46.18,5.0
Mirror,Royal Giant,498,45.18,7.0
Royal Delivery,Tornado,497,47.28,6.0
Baby Dragon,Rune Giant,497,51.31,8.0
Fisherman,Golden Knight,497,55.13,7.0
Fisherman,Goblinstein,496,33.27,8.0
Goblin Hut,Mortar,496,27.22,8.0
Bandit,Royal Giant,496,53.23,9.0
Night Witch,Royal Ghost,496,50.0,7.0
Wall Breakers,Zappies,496,52.42,6.0
Lava Hound,Three Musketeers,496,27.02,16.0
Archer Queen,Electro Spirit,495,50.3,6.0
Bomber,Mortar,494,50.2,6.0
Bowler,Skeleton Barrel,493,47.26,8.0
Fire Spirit,Ram Rider,491,58.04,6.0
Bomber,Royal Delivery,491,50.92,5.0
Golden Knight,Golem,490,50.82,12.0
Fireball,Heal Spirit,490,34.9,5.0
Heal Spirit,Skeleton Army,490,53.88,4.0
Phoenix,Valkyrie,490,51.43,8.0
Bomb Tower,Mortar,489,31.7,8.0
Fisherman,Mirror,489,41.72,4.0
Executioner,Fisherman,488,48.98,8.0
Mega Minion,Royal Hogs,488,43.85,8.0
Barbarian Barrel,Spirit Empress,488,50.2,8.0
Elixir Golem,Miner,488,44.47,6.0
Golem,Rocket,488,46.52,14.0
Baby Dragon,Barbarian Hut,488,49.39,10.0
Elixir Collector,Ice Spirit,487,36.55,7.0
Hunter,Magic Archer,487,55.85,8.0
Bandit,Mega Minion,487,61.19,6.0
Barbarian Barrel,Rascals,486,30.45,7.0
Archer Queen,Barbarian Barrel,486,48.15,7.0
Hog Rider,Night Witch,486,51.65,8.0
Executioner,Suspicious Bush,486,54.12,7.0
Giant Skeleton,Poison,485,55.05,10.0
Skeleton Dragons,Tesla,485,53.81,8.0
Battle Ram,Royal Delivery,484,50.21,7.0
Balloon,X-Bow,484,43.6,11.0
Royal Hogs,X-Bow,484,45.87,11.0
Mortar,Vines,483,51.55,7.0
Lightning,Wall Breakers,483,45.76,8.0
Balloon,Zappies,483,50.52,9.0
Electro Giant,Zappies,483,40.37,11.0
Goblin Demolisher,Goblins,483,20.5,6.0
Goblin Gang,Spirit Empress,482,53.73,9.0
Ice Spirit,Zappies,482,51.24,5.0
Guards,Night Witch,482,46.27,7.0
Lava Hound,P.E.K.K.A,481,28.27,14.0
Electro Wizard,Monk,481,53.43,9.0
Minion Horde,Tornado,481,44.7,8.0
Electro Spirit,Suspicious Bush,480,43.96,3.0
Hunter,Royal Recruits,479,42.17,11.0
Berserker,Royal Recruits,479,43.63,9.0
Archer Queen,Miner,479,42.38,8.0
Elixir Collector,P.E.K.K.A,478,50.42,13.0
P.E.K.K.A,Zappies,478,53.97,11.0
Goblin Cage,Magic Archer,478,58.16,8.0
Elixir Collector,Mini P.E.K.K.A,478,48.54,10.0
Battle Ram,Berserker,477,55.77,6.0
Barbarian Hut,Barbarians,477,48.43,11.0
Clone,Ice Wizard,477,48.01,6.0
Archer Queen,Giant Snowball,477,44.86,7.0
Flying Machine,Mother Witch,477,45.7,8.0
Skeleton King,Suspicious Bush,476,52.1,6.0
Goblin Curse,Suspicious Bush,476,34.03,4.0
Battle Healer,Electro Wizard,476,50.63,8.0
Elixir Collector,Goblin Gang,476,45.8,9.0
Skeleton Barrel,Tornado,476,48.32,6.0
Goblin Drill,Royal Delivery,476,42.02,7.0
Guards,Suspicious Bush,476,53.99,5.0
Goblin Gang,Monk,476,51.68,8.0
Golden Knight,Mortar,475,51.16,8.0
Golem,Lava Hound,475,27.37,15.0
Bowler,Skeleton King,474,53.59,9.0
Furnace,Goblin Curse,474,47.89,6.0
Archers,Zappies,474,59.07,7.0
Poison,Royal Giant,473,58.77,10.0
Fisherman,Prince,472,52.33,8.0
Golden Knight,Spirit Empress,472,53.6,10.0
Furnace,Goblin Giant,472,50.0,10.0
Battle Ram,Lightning,472,43.01,10.0
Archer Queen,Minions,470,51.7,8.0
Night Witch,P.E.K.K.A,470,51.7,11.0
Goblin Demolisher,Poison,469,21.11,8.0
Minions,Night Witch,469,56.29,7.0
Clone,Mother Witch,469,45.84,7.0
Goblin Hut,Sparky,468,55.77,10.0
Miner,Royal Recruits,468,48.72,10.0
Goblin Giant,Golden Knight,468,49.15,10.0
Mighty Miner,Minion Horde,468,52.56,9.0
Barbarian Hut,Goblin Gang,468,31.84,9.0
Boss Bandit,Tornado,468,45.09,9.0
Archer Queen,Elite Barbarians,467,53.32,11.0
Night Witch,Prince,467,53.75,9.0
Royal Giant,Zappies,467,53.32,10.0
Tesla,Tombstone,466,50.86,7.0
Battle Healer,Dart Goblin,466,49.14,7.0
Archer Queen,Balloon,466,53.65,10.0
Graveyard,Zappies,465,34.19,9.0
Ram Rider,Royal Hogs,464,50.86,10.0
Barbarians,Royal Delivery,464,47.84,8.0
Goblins,Royal Giant,463,52.48,8.0
Royal Delivery,Royal Recruits,463,50.32,10.0
Goblin Barrel,Goblin Machine,461,51.41,8.0
Lava Hound,Royal Recruits,461,27.33,14.0
Lumberjack,Suspicious Bush,461,37.09,6.0
Little Prince,Minion Horde,461,54.88,8.0
Mirror,Zappies,460,42.39,5.0
Barbarian Barrel,Three Musketeers,459,39.43,11.0
Goblin Demolisher,Mega Knight,459,55.34,11.0
Battle Healer,Guards,459,52.94,7.0
Royal Delivery,Tombstone,459,53.16,6.0
Goblin Giant,Hog Rider,458,48.03,10.0
Freeze,Golem,458,48.03,12.0
Graveyard,Magic Archer,458,49.56,9.0
Dark Prince,Mighty Miner,458,58.52,8.0
Berserker,Golem,457,40.04,10.0
Goblins,Tornado,457,52.74,5.0
Boss Bandit,Spirit Empress,457,49.23,12.0
Bandit,Rascals,456,53.07,8.0
Little Prince,Royal Giant,456,52.19,9.0
Bomber,Graveyard,456,46.05,7.0
Battle Ram,Miner,456,51.32,7.0
Goblin Drill,Inferno Dragon,455,47.69,8.0
Dark Prince,X-Bow,455,52.53,10.0
Electro Giant,Lava Hound,455,27.03,14.0
Goblin Drill,Goblinstein,454,21.15,9.0
Dark Prince,Elixir Golem,454,46.26,7.0
Bomb Tower,Skeleton King,454,49.78,8.0
P.E.K.K.A,Suspicious Bush,453,48.57,9.0
Archer Queen,Ice Wizard,453,52.76,8.0
Goblinstein,Zap,453,57.62,7.0
Elite Barbarians,Graveyard,453,48.34,11.0
Archer Queen,Dark Prince,453,52.32,9.0
Rascals,Skeleton King,453,32.45,9.0
Bandit,Goblin Cage,452,56.19,7.0
Mirror,Spear Goblins,451,45.45,3.0
Archers,Spirit Empress,451,55.43,9.0
Rascals,Zap,451,56.76,7.0
Freeze,X-Bow,451,41.02,10.0
Dark Prince,Zappies,450,52.67,8.0
Goblin Curse,Inferno Tower,450,49.33,7.0
Inferno Dragon,Monk,450,49.78,9.0
Berserker,Inferno Tower,449,51.89,7.0
Rune Giant,Valkyrie,449,45.88,8.0
Electro Giant,Vines,448,51.56,10.0
Mirror,Tombstone,448,43.97,4.0
Miner,Night Witch,448,49.33,7.0
Battle Healer,Skeletons,448,46.21,5.0
Elite Barbarians,Giant,448,58.26,11.0
Giant Skeleton,Goblin Curse,448,55.8,8.0
Poison,Rascals,447,30.2,9.0
Furnace,Little Prince,447,54.36,7.0
Furnace,Lightning,447,49.66,10.0
Fisherman,Princess,446,50.0,6.0
Goblin Demolisher,Tesla,446,34.98,8.0
Barbarian Barrel,Giant,446,56.28,7.0
Goblin Hut,Lumberjack,445,49.89,8.0
Giant Snowball,Goblin Curse,445,53.03,4.0
Goblin Giant,Goblinstein,444,32.88,11.0
Goblin Demolisher,Goblin Hut,444,19.82,8.0
Electro Giant,Musketeer,444,58.11,11.0
Bandit,Ice Golem,444,55.18,5.0
Knight,Three Musketeers,444,46.62,12.0
Giant Skeleton,Goblins,444,38.29,8.0
Elixir Collector,Valkyrie,443,49.89,10.0
Giant Skeleton,Royal Recruits,443,39.73,13.0
Bats,Three Musketeers,442,45.7,11.0
Goblin Drill,Wizard,442,51.81,9.0
Miner,Mother Witch,441,46.71,7.0
Fire Spirit,Flying Machine,441,26.3,5.0
Cannon Cart,Firecracker,439,56.04,8.0
Valkyrie,Void,439,49.66,7.0
Fire Spirit,Goblin Demolisher,438,18.49,5.0
Elixir Golem,Skeleton Barrel,437,39.36,6.0
Ice Golem,Royal Delivery,437,44.62,5.0
Heal Spirit,Witch,436,54.82,6.0
Battle Healer,Goblin Gang,436,52.29,7.0
Battle Healer,Mirror,436,43.58,5.0
Golem,Miner,436,50.69,11.0
Berserker,Goblin Curse,435,34.25,4.0
Goblin Gang,Three Musketeers,435,43.45,12.0
Graveyard,Royal Delivery,435,50.8,8.0
Furnace,Rocket,435,48.51,10.0
Heal Spirit,Tornado,434,33.87,4.0
Hunter,Spear Goblins,434,59.22,6.0
Bowler,Tombstone,433,56.35,8.0
Firecracker,Heal Spirit,433,54.97,4.0
Goblins,Ice Wizard,432,53.7,5.0
Heal Spirit,Mirror,432,30.56,2.0
Elixir Collector,Golden Knight,432,36.81,10.0
Bowler,Miner,432,48.15,8.0
Electro Dragon,Spirit Empress,431,43.39,11.0
Goblin Hut,Rage,431,57.54,6.0
Ice Wizard,Mega Minion,430,60.7,6.0
Monk,Vines,430,48.84,8.0
Miner,Royal Giant,430,50.7,9.0
Freeze,Goblin Curse,429,49.18,6.0
Firecracker,Goblin Machine,429,47.79,8.0
Goblins,Mortar,428,54.91,6.0
Electro Dragon,Little Prince,428,52.57,8.0
Bats,Monk,428,48.83,7.0
Heal Spirit,Lumberjack,427,38.64,5.0
Royal Giant,Three Musketeers,427,34.43,15.0
Golem,Mirror,427,45.2,9.0
Goblinstein,Ram Rider,427,48.48,10.0
Cannon,Rascals,427,50.59,8.0
Mini P.E.K.K.A,Void,426,48.59,7.0
Mortar,Skeleton Dragons,426,55.16,8.0
Goblin Hut,Goblinstein,424,21.23,9.0
Royal Hogs,Three Musketeers,424,49.53,14.0
Archers,Earthquake,423,51.54,6.0
Baby Dragon,Void,423,47.28,7.0
Goblin Giant,Royal Recruits,423,35.46,13.0
Guards,Mother Witch,422,53.08,7.0
Night Witch,Poison,420,54.52,8.0
Giant,Golden Knight,420,55.0,9.0
Clone,Furnace,420,44.76,7.0
Furnace,Tornado,420,50.95,7.0
Battle Healer,Cannon,419,41.29,7.0
Goblin Cage,Royal Delivery,419,51.55,7.0
Royal Giant,Skeleton Dragons,418,48.33,10.0
Bandit,Golem,418,59.09,11.0
Giant Snowball,Zappies,418,45.93,6.0
Executioner,X-Bow,418,46.89,11.0
Clone,Electro Dragon,418,47.61,8.0
Ice Spirit,Night Witch,418,51.67,5.0
Dark Prince,Three Musketeers,418,51.67,13.0
Archer Queen,Inferno Tower,417,51.08,10.0
Ice Wizard,Mother Witch,417,47.24,7.0
Inferno Tower,Mother Witch,417,50.12,9.0
Freeze,Royal Delivery,417,50.36,7.0
Electro Giant,Phoenix,416,32.93,11.0
Battle Healer,Ice Spirit,416,42.07,5.0
Goblin Hut,Magic Archer,416,50.24,8.0
Goblin Giant,Phoenix,416,31.97,10.0
Boss Bandit,Electro Giant,416,37.5,13.0
Freeze,Mother Witch,415,47.95,8.0
Archers,Monk,415,51.81,8.0
Bomb Tower,Minion Horde,415,51.57,9.0
Ice Wizard,Night Witch,414,55.07,7.0
Cannon Cart,Goblin Barrel,414,50.0,8.0
Cannon,Spirit Empress,414,55.31,9.0
Bats,Rascals,413,52.3,7.0
Elite Barbarians,Goblins,413,54.48,8.0
Boss Bandit,Goblin Cage,413,50.61,10.0
Minion Horde,X-Bow,413,46.49,11.0
Skeleton Dragons,Skeleton King,412,49.27,8.0
Ice Golem,Skeleton King,412,50.49,6.0
Goblin Machine,Skeletons,412,49.03,6.0
Cannon,Goblin Demolisher,412,32.28,7.0
Goblin Machine,Prince,411,42.82,10.0
Bandit,Clone,411,50.36,6.0
Goblin Cage,Rage,411,52.31,6.0
Little Prince,Rocket,409,45.72,9.0
Flying Machine,Prince,408,48.04,9.0
Electro Spirit,Graveyard,408,49.26,6.0
Giant,Mortar,408,55.88,9.0
Heal Spirit,P.E.K.K.A,407,52.58,8.0
Electro Spirit,Elixir Collector,407,36.61,7.0
Earthquake,Royal Ghost,407,51.35,6.0
Elite Barbarians,Goblin Hut,407,52.33,10.0
Knight,Phoenix,407,47.17,7.0
Berserker,Goblinstein,407,20.15,7.0
Three Musketeers,X-Bow,407,28.01,15.0
Fire Spirit,Magic Archer,406,56.4,5.0
Golden Knight,Night Witch,406,49.01,8.0
Hunter,Minion Horde,405,53.09,9.0
Inferno Dragon,Rune Giant,405,48.4,8.0
Goblins,Golden Knight,404,54.21,6.0
Elite Barbarians,Zappies,404,48.27,10.0
Goblins,Minion Horde,403,50.12,7.0
Bats,Spirit Empress,402,49.0,8.0
Goblins,Golem,402,44.28,10.0
Fisherman,Ice Wizard,402,51.0,6.0
Archers,Rascals,401,49.13,8.0
Goblin Machine,Tesla,401,50.62,9.0
Goblin Demolisher,Witch,400,55.5,9.0
Elixir Collector,Inferno Dragon,400,56.75,10.0
Berserker,Minion Horde,400,45.0,7.0
Royal Recruits,Tombstone,400,54.25,10.0
Mighty Miner,Royal Hogs,399,48.37,9.0
Rage,Suspicious Bush,399,40.35,4.0
Clone,Giant Snowball,399,44.36,5.0
Flying Machine,Skeletons,399,54.89,5.0
Mighty Miner,Tombstone,399,56.39,7.0
Goblin Demolisher,Skeleton Army,399,52.38,7.0
Furnace,Goblin Drill,398,41.71,8.0
Guards,Three Musketeers,398,52.51,12.0
Goblin Gang,Lava Hound,398,36.18,10.0
Clone,Tornado,398,44.22,6.0
Battle Healer,Tesla,397,43.58,8.0
Goblin Hut,Minion Horde,397,47.61,9.0
Goblin Cage,Tesla,397,52.14,8.0
Earthquake,Furnace,397,48.36,7.0
Minion Horde,Mortar,396,46.72,9.0
Dark Prince,Goblin Curse,396,51.26,6.0
Barbarian Barrel,Cannon Cart,396,55.81,7.0
Berserker,Mighty Miner,396,53.54,6.0
Goblin Cage,Hunter,396,50.51,8.0
Baby Dragon,Goblin Drill,395,51.39,8.0
Baby Dragon,Spirit Empress,394,52.79,10.0
Royal Delivery,Spear Goblins,393,50.13,5.0
Firecracker,Goblin Demolisher,393,52.42,7.0
Archers,Goblinstein,393,53.69,8.0
Electro Wizard,Elixir Collector,392,54.85,10.0
Bomb Tower,Lumberjack,391,54.73,8.0
Bowler,Goblin Hut,391,37.34,9.0
Bomb Tower,Mighty Miner,391,57.54,8.0
Golem,Magic Archer,391,55.24,12.0
Furnace,Mother Witch,390,46.67,8.0
Executioner,Mortar,390,56.41,9.0
Goblin Machine,Guards,390,44.1,8.0
Clone,Rocket,390,41.79,9.0
Barbarian Hut,Valkyrie,389,50.9,10.0
Fire Spirit,Golem,389,43.19,9.0
Goblin Cage,Mortar,388,26.03,8.0
Golem,Hunter,388,36.6,12.0
Earthquake,Electro Wizard,388,50.26,7.0
Mirror,Poison,388,44.85,5.0
Mighty Miner,Royal Giant,387,52.2,10.0
Bomb Tower,Electro Dragon,387,52.97,9.0
Mortar,Wall Breakers,387,52.71,6.0
Battle Healer,Berserker,386,32.38,6.0
Elixir Golem,Ram Rider,386,48.96,8.0
Battle Ram,Mighty Miner,385,55.06,8.0
Earthquake,Ice Golem,383,47.78,5.0
Princess,Spirit Empress,383,50.39,9.0
Goblin Machine,Wizard,383,50.91,10.0
Goblin Demolisher,Valkyrie,383,51.96,8.0
Lava Hound,Sparky,383,29.24,13.0
Goblin Giant,Skeleton King,382,48.43,10.0
Archers,Battle Healer,382,52.09,7.0
Hunter,Ice Golem,382,44.24,6.0
Royal Ghost,Rune Giant,381,48.82,7.0
Executioner,Zappies,381,50.39,9.0
Goblin Cage,Golem,381,49.61,12.0
Goblin Barrel,Rune Giant,381,53.28,7.0
Goblinstein,Vines,379,53.83,8.0
Graveyard,Skeleton Barrel,379,44.59,8.0
Goblin Curse,Spear Goblins,379,48.28,4.0
Lightning,Phoenix,379,28.5,10.0
Elixir Collector,Firecracker,378,47.88,9.0
Hunter,Royal Delivery,378,52.38,7.0
Giant Snowball,Rascals,377,45.09,7.0
Barbarian Hut,Royal Hogs,377,28.65,11.0
Bandit,Void,376,35.64,6.0
Bomb Tower,Royal Delivery,376,50.8,7.0
Boss Bandit,Royal Giant,375,54.13,12.0
Barbarian Hut,Royal Ghost,375,50.67,9.0
Barbarian Barrel,Clone,375,48.0,5.0
Goblins,Sparky,375,44.53,8.0
Battle Healer,Minions,375,50.4,7.0
Inferno Tower,Tesla,374,43.05,9.0
Heal Spirit,Tesla,374,47.86,5.0
Lava Hound,Mini P.E.K.K.A,374,55.61,11.0
Furnace,Ice Golem,374,45.45,6.0
Golden Knight,Three Musketeers,373,37.8,13.0
Graveyard,Rascals,373,24.4,10.0
Clone,Musketeer,373,54.96,7.0
Earthquake,Goblins,372,56.18,5.0
Bomb Tower,Rage,372,52.96,6.0
Ice Golem,Royal Giant,371,50.4,8.0
Electro Spirit,Minion Horde,371,50.67,6.0
Elixir Golem,Little Prince,370,47.3,6.0
Bandit,Berserker,370,53.24,5.0
Furnace,Giant,370,50.0,9.0
Electro Spirit,Spirit Empress,370,32.43,7.0
Bandit,Fisherman,370,51.62,6.0
Ram Rider,Void,369,34.42,8.0
Mega Minion,Skeleton King,369,55.01,7.0
Goblin Giant,Poison,369,33.33,10.0
Electro Giant,Magic Archer,369,52.03,11.0
Goblin Giant,Musketeer,369,50.68,10.0
Elixir Collector,Lightning,368,37.23,12.0
Fisherman,Goblin Curse,368,35.6,5.0
Elixir Golem,Rocket,368,45.38,9.0
Minions,Three Musketeers,368,55.71,12.0
Ice Spirit,Skeleton Dragons,367,53.68,5.0
Monk,P.E.K.K.A,367,53.68,12.0
Boss Bandit,Goblin Machine,367,37.6,11.0
Rocket,Three Musketeers,367,39.78,15.0
Goblin Curse,Golem,367,49.05,10.0
Graveyard,Suspicious Bush,367,22.07,7.0
Bomb Tower,Earthquake,366,53.55,7.0
Barbarian Hut,Bats,366,21.86,8.0
Barbarians,Goblinstein,366,52.73,10.0
Boss Bandit,Clone,366,47.81,9.0
Minions,Suspicious Bush,365,45.75,5.0
Goblin Curse,Musketeer,364,54.95,6.0
Boss Bandit,Giant Skeleton,363,53.44,12.0
Freeze,Zappies,363,51.24,8.0
Electro Dragon,Ice Golem,363,50.41,7.0
Bomb Tower,Royal Recruits,363,49.31,11.0
Little Prince,Mirror,362,45.03,4.0
Goblin Barrel,Phoenix,362,55.8,7.0
Spirit Empress,Vines,362,53.04,9.0
Giant,Zappies,362,27.62,9.0
Boss Bandit,Giant,362,42.54,11.0
Furnace,Spirit Empress,361,51.52,10.0
Battle Healer,Executioner,361,53.74,9.0
Electro Spirit,Mother Witch,361,54.29,5.0
Mega Minion,Wall Breakers,360,48.06,5.0
Goblin Gang,Goblin Machine,360,47.5,8.0
Clone,Dark Prince,359,49.86,7.0
Electro Spirit,Goblin Curse,359,54.04,3.0
Skeleton Dragons,Wall Breakers,359,44.01,6.0
Bomb Tower,Golden Knight,359,54.04,8.0
Balloon,Graveyard,359,43.18,10.0
Bowler,Minion Horde,359,50.42,10.0
Elixir Golem,Giant Skeleton,359,50.42,9.0
Barbarian Hut,Prince,358,48.88,11.0
Bomb Tower,Sparky,358,53.35,10.0
Goblin Machine,Royal Ghost,358,54.19,8.0
Fire Spirit,Tornado,358,43.58,4.0
Mirror,Royal Delivery,357,35.85,4.0
Goblin Hut,Hunter,357,56.86,8.0
Cannon Cart,Mega Knight,357,55.46,12.0
Electro Dragon,Rocket,356,43.82,11.0
Archer Queen,Poison,356,43.82,9.0
Electro Wizard,Rascals,355,57.75,9.0
Bowler,Little Prince,355,56.34,8.0
Clone,Spear Goblins,354,36.44,5.0
Clone,Inferno Tower,354,52.54,8.0
Elixir Collector,Minion Horde,354,51.13,11.0
Archers,Goblin Drill,354,44.63,7.0
Graveyard,Mirror,354,37.85,6.0
Barbarian Barrel,Goblin Drill,353,49.01,6.0
Barbarian Barrel,Goblin Machine,353,49.01,7.0
Goblins,Graveyard,352,22.44,7.0
Balloon,Mortar,351,50.14,9.0
Executioner,Monk,351,53.56,10.0
Goblin Curse,Royal Recruits,351,46.72,9.0
Lightning,Mirror,351,44.16,7.0
Cannon,Goblin Machine,350,53.43,8.0
Goblin Machine,Inferno Dragon,350,41.71,9.0
Giant Snowball,Suspicious Bush,350,47.43,4.0
Furnace,Mortar,350,56.57,8.0
Flying Machine,Rocket,350,51.71,10.0
Flying Machine,Minions,350,52.29,7.0
Bowler,Electro Spirit,349,53.01,6.0
Bowler,Elixir Golem,349,45.27,8.0
Berserker,Sparky,349,49.0,8.0
Golem,Spirit Empress,349,45.27,14.0
Hunter,X-Bow,348,48.28,10.0
Clone,Tombstone,348,46.55,6.0
Inferno Dragon,Rascals,347,50.14,9.0
Elixir Collector,Phoenix,347,40.06,10.0
Clone,Electro Spirit,347,34.01,4.0
Fire Spirit,Mortar,347,57.06,5.0
Fireball,Phoenix,347,49.28,8.0
Bomb Tower,Little Prince,347,62.54,7.0
Royal Giant,Tornado,346,51.45,9.0
Berserker,Royal Giant,346,46.53,8.0
Berserker,Mirror,346,39.02,3.0
Elixir Collector,Prince,345,48.99,11.0
Electro Wizard,Goblin Demolisher,345,42.9,8.0
Lumberjack,Zappies,345,53.91,8.0
Berserker,Little Prince,344,59.88,5.0
Goblin Demolisher,Mini P.E.K.K.A,344,56.4,8.0
Bowler,Furnace,344,56.69,9.0
Bandit,Cannon Cart,344,42.15,8.0
Cannon Cart,Princess,344,52.91,8.0
Bandit,Night Witch,344,56.69,7.0
Goblins,Magic Archer,343,50.15,6.0
Berserker,Magic Archer,343,46.94,6.0
Barbarian Barrel,Barbarian Hut,343,21.87,8.0
Inferno Dragon,Spirit Empress,343,47.23,10.0
Battle Healer,Goblin Curse,343,31.2,6.0
Bandit,Graveyard,343,48.4,8.0
Battle Healer,Bomber,343,47.23,6.0
Fire Spirit,Hunter,342,57.6,5.0
Ice Spirit,Rascals,342,54.39,6.0
Clone,Royal Hogs,342,38.01,8.0
Little Prince,Mortar,342,50.0,7.0
Minion Horde,Skeleton Dragons,342,40.06,9.0
Elixir Collector,Fireball,342,50.29,10.0
Rascals,Skeletons,341,53.67,6.0
The Log,Three Musketeers,341,51.32,11.0
Royal Delivery,Sparky,341,49.27,9.0
Baby Dragon,Earthquake,341,48.68,7.0
Elixir Golem,Royal Recruits,340,47.06,10.0
Firecracker,Void,340,51.47,6.0
Electro Dragon,Hunter,340,51.18,9.0
Minions,Zappies,340,50.29,7.0
Goblinstein,Inferno Tower,339,53.69,10.0
Arrows,Rune Giant,339,52.8,7.0
Archer Queen,Magic Archer,339,53.98,9.0
Elixir Collector,Elixir Golem,339,38.35,9.0
Bandit,Goblin Hut,338,52.07,7.0
Clone,Ram Rider,338,49.7,8.0
Electro Dragon,Goblinstein,338,46.45,10.0
Mother Witch,Poison,337,43.32,8.0
Electro Dragon,Mega Minion,336,55.65,8.0
Barbarians,Monk,335,52.84,10.0
Battle Healer,Electro Spirit,335,46.57,5.0
Goblin Demolisher,P.E.K.K.A,335,37.91,11.0
Boss Bandit,Goblin Hut,335,54.33,10.0
Bowler,Mega Minion,334,50.0,8.0
Giant Skeleton,Goblin Cage,334,58.38,10.0
