,arena,card_name,outcome,count
3922,Arena 11,Lightning,Lost,981
3923,Arena 11,Lightning,Won,344
3924,Arena 11,Little Prince,Lost,100
3925,Arena 11,Little Prince,Won,216
3926,Arena 11,Lumberjack,Lost,114
3927,Arena 11,Lumberjack,Won,164
3928,Arena 11,Magic Archer,Lost,45
3929,Arena 11,Magic Archer,Won,75
3930,Arena 11,Mega Knight,Lost,2324
3931,Arena 11,Mega Knight,Won,3299
3932,Arena 11,Mega Minion,Lost,1618
3933,Arena 11,Mega Minion,Won,663
3934,Arena 11,Miner,Lost,1206
3935,Arena 11,Miner,Won,1143
3936,Arena 11,Mini P.E.K.K.A,Lost,11724
3937,Arena 11,Mini P.E.K.K.A,Won,13561
3938,Arena 11,Minion Horde,Lost,791
3939,Arena 11,Minion Horde,Won,631
3940,Arena 11,Minions,Lost,1955
3941,Arena 11,Minions,Won,2055
3942,Arena 11,Mirror,Lost,18
3943,Arena 11,Mirror,Won,23
3944,Arena 11,Monk,Lost,16
3945,Arena 11,Monk,Won,17
3946,Arena 11,Mortar,Lost,108
3947,Arena 11,Mortar,Won,124
3948,Arena 11,Mother Witch,Lost,5
3949,Arena 11,Mother Witch,Won,22
3950,Arena 11,Musketeer,Lost,2709
3951,Arena 11,Musketeer,Won,2830
3952,Arena 11,Night Witch,Lost,14
3953,Arena 11,Night Witch,Won,16
3954,Arena 11,P.E.K.K.A,Lost,1955
3955,Arena 11,P.E.K.K.A,Won,2074
3956,Arena 11,Poison,Lost,1264
3957,Arena 11,Poison,Won,885
3958,Arena 11,Prince,Lost,7314
3959,Arena 11,Prince,Won,6124
3960,Arena 11,Princess,Lost,2355
3961,Arena 11,Princess,Won,2174
3962,Arena 11,Rage,Lost,35
3963,Arena 11,Rage,Won,52
3964,Arena 11,Ram Rider,Lost,776
3965,Arena 11,Ram Rider,Won,1108
3966,Arena 11,Rascals,Lost,8
3967,Arena 11,Rascals,Won,7
3968,Arena 11,Rocket,Lost,1144
3969,Arena 11,Rocket,Won,417
3970,Arena 11,Royal Delivery,Lost,7
3971,Arena 11,Royal Delivery,Won,7
3972,Arena 11,Royal Ghost,Lost,4906
3973,Arena 11,Royal Ghost,Won,6900
3974,Arena 11,Royal Giant,Lost,466
3975,Arena 11,Royal Giant,Won,485
3976,Arena 11,Royal Hogs,Lost,1500
3977,Arena 11,Royal Hogs,Won,1545
3978,Arena 11,Royal Recruits,Lost,804
3979,Arena 11,Royal Recruits,Won,499
3980,Arena 11,Rune Giant,Lost,56
3981,Arena 11,Rune Giant,Won,64
3982,Arena 11,Skeleton Army,Lost,15947
3983,Arena 11,Skeleton Army,Won,18019
3984,Arena 11,Skeleton Barrel,Lost,1968
3985,Arena 11,Skeleton Barrel,Won,1230
3986,Arena 11,Skeleton Dragons,Lost,445
3987,Arena 11,Skeleton Dragons,Won,393
3988,Arena 11,Skeletons,Lost,3673
3989,Arena 11,Skeletons,Won,2939
3990,Arena 11,Sparky,Lost,1155
3991,Arena 11,Sparky,Won,1251
3992,Arena 11,Spear Goblins,Lost,2180
3993,Arena 11,Spear Goblins,Won,1262
3994,Arena 11,Tesla,Lost,2659
3995,Arena 11,Tesla,Won,2568
3996,Arena 11,The Log,Lost,3309
3997,Arena 11,The Log,Won,3209
3998,Arena 11,Three Musketeers,Lost,65
3999,Arena 11,Three Musketeers,Won,88
4000,Arena 11,Tombstone,Lost,966
4001,Arena 11,Tombstone,Won,1280
4002,Arena 11,Tornado,Lost,8
4003,Arena 11,Tornado,Won,8
4004,Arena 11,Valkyrie,Lost,8954
4005,Arena 11,Valkyrie,Won,9601
4006,Arena 11,Vines,Lost,1794
4007,Arena 11,Vines,Won,2344
4008,Arena 11,Wall Breakers,Lost,158
4009,Arena 11,Wall Breakers,Won,277
4010,Arena 11,Witch,Lost,13688
4011,Arena 11,Witch,Won,16005
4012,Arena 11,Wizard,Lost,8727
4013,Arena 11,Wizard,Won,9320
4014,Arena 11,X-Bow,Lost,1385
4015,Arena 11,X-Bow,Won,856
4016,Arena 11,Zap,Lost,5276
4017,Arena 11,Zap,Won,4970
4018,Arena 11,Zappies,Lost,726
4019,Arena 11,Zappies,Won,550
4020,Arena 24,Archer Queen,Lost,644
4021,Arena 24,Archer Queen,Won,617
4022,Arena 24,Archers,Lost,2736
4023,Arena 24,Archers,Won,2924
4024,Arena 24,Arrows,Lost,12183
4025,Arena 24,Arrows,Won,12322
4026,Arena 24,Baby Dragon,Lost,2979
4027,Arena 24,Baby Dragon,Won,2746
4028,Arena 24,Balloon,Lost,3425
4029,Arena 24,Balloon,Won,3338
4030,Arena 24,Bandit,Lost,2301
4031,Arena 24,Bandit,Won,2380
4032,Arena 24,Barbarian Barrel,Lost,2938
4033,Arena 24,Barbarian Barrel,Won,2343
4034,Arena 24,Barbarian Hut,Lost,47
4035,Arena 24,Barbarian Hut,Won,33
4036,Arena 24,Barbarians,Lost,1309
4037,Arena 24,Barbarians,Won,1184
4038,Arena 24,Bats,Lost,5679
4039,Arena 24,Bats,Won,5808
4040,Arena 24,Battle Healer,Lost,375
4041,Arena 24,Battle Healer,Won,305
4042,Arena 24,Battle Ram,Lost,1426
4043,Arena 24,Battle Ram,Won,1540
4044,Arena 24,Berserker,Lost,547
4045,Arena 24,Berserker,Won,485
4046,Arena 24,Bomb Tower,Lost,554
4047,Arena 24,Bomb Tower,Won,420
4048,Arena 24,Bomber,Lost,1928
4049,Arena 24,Bomber,Won,1528
4050,Arena 24,Boss Bandit,Lost,1742
4051,Arena 24,Boss Bandit,Won,1607
4052,Arena 24,Bowler,Lost,863
4053,Arena 24,Bowler,Won,684
4054,Arena 24,Cannon,Lost,5705
4055,Arena 24,Cannon,Won,5518
4056,Arena 24,Cannon Cart,Lost,588
4057,Arena 24,Cannon Cart,Won,494
4058,Arena 24,Clone,Lost,633
4059,Arena 24,Clone,Won,593
4060,Arena 24,Dark Prince,Lost,1789
4061,Arena 24,Dark Prince,Won,1854
4062,Arena 24,Dart Goblin,Lost,7955
4063,Arena 24,Dart Goblin,Won,8419
4064,Arena 24,Earthquake,Lost,1160
4065,Arena 24,Earthquake,Won,1091
4066,Arena 24,Electro Dragon,Lost,1344
4067,Arena 24,Electro Dragon,Won,1125
4068,Arena 24,Electro Giant,Lost,834
4069,Arena 24,Electro Giant,Won,755
4070,Arena 24,Electro Spirit,Lost,1991
4071,Arena 24,Electro Spirit,Won,1700
4072,Arena 24,Electro Wizard,Lost,5109
4073,Arena 24,Electro Wizard,Won,5545
4074,Arena 24,Elite Barbarians,Lost,3117
4075,Arena 24,Elite Barbarians,Won,3373
4076,Arena 24,Elixir Collector,Lost,498
4077,Arena 24,Elixir Collector,Won,428
4078,Arena 24,Elixir Golem,Lost,1640
4079,Arena 24,Elixir Golem,Won,1423
4080,Arena 24,Executioner,Lost,2041
4081,Arena 24,Executioner,Won,2122
4082,Arena 24,Fire Spirit,Lost,1019
4083,Arena 24,Fire Spirit,Won,874
4084,Arena 24,Fireball,Lost,9556
4085,Arena 24,Fireball,Won,9460
4086,Arena 24,Firecracker,Lost,13058
4087,Arena 24,Firecracker,Won,14041
4088,Arena 24,Fisherman,Lost,1082
4089,Arena 24,Fisherman,Won,779
4090,Arena 24,Flying Machine,Lost,658
4091,Arena 24,Flying Machine,Won,595
4092,Arena 24,Freeze,Lost,1424
4093,Arena 24,Freeze,Won,1340
4094,Arena 24,Furnace,Lost,1389
4095,Arena 24,Furnace,Won,1523
4096,Arena 24,Giant,Lost,996
4097,Arena 24,Giant,Won,789
4098,Arena 24,Giant Skeleton,Lost,1265
4099,Arena 24,Giant Skeleton,Won,1285
4100,Arena 24,Giant Snowball,Lost,1880
4101,Arena 24,Giant Snowball,Won,1515
4102,Arena 24,Goblin Barrel,Lost,8781
4103,Arena 24,Goblin Barrel,Won,9577
4104,Arena 24,Goblin Cage,Lost,1070
4105,Arena 24,Goblin Cage,Won,938
4106,Arena 24,Goblin Curse,Lost,586
4107,Arena 24,Goblin Curse,Won,466
4108,Arena 24,Goblin Demolisher,Lost,284
4109,Arena 24,Goblin Demolisher,Won,106
4110,Arena 24,Goblin Drill,Lost,517
4111,Arena 24,Goblin Drill,Won,323
4112,Arena 24,Goblin Gang,Lost,7499
4113,Arena 24,Goblin Gang,Won,7837
4114,Arena 24,Goblin Giant,Lost,590
4115,Arena 24,Goblin Giant,Won,508
4116,Arena 24,Goblin Hut,Lost,775
4117,Arena 24,Goblin Hut,Won,577
4118,Arena 24,Goblin Machine,Lost,320
4119,Arena 24,Goblin Machine,Won,220
4120,Arena 24,Goblins,Lost,458
4121,Arena 24,Goblins,Won,470
4122,Arena 24,Goblinstein,Lost,413
4123,Arena 24,Goblinstein,Won,335
4124,Arena 24,Golden Knight,Lost,1683
4125,Arena 24,Golden Knight,Won,1525
4126,Arena 24,Golem,Lost,1219
4127,Arena 24,Golem,Won,991
4128,Arena 24,Graveyard,Lost,1043
4129,Arena 24,Graveyard,Won,867
4130,Arena 24,Guards,Lost,2510
4131,Arena 24,Guards,Won,2110
4132,Arena 24,Heal Spirit,Lost,214
4133,Arena 24,Heal Spirit,Won,214
4134,Arena 24,Hog Rider,Lost,11919
4135,Arena 24,Hog Rider,Won,12749
4136,Arena 24,Hunter,Lost,919
4137,Arena 24,Hunter,Won,732
4138,Arena 24,Ice Golem,Lost,1667
4139,Arena 24,Ice Golem,Won,1539
4140,Arena 24,Ice Spirit,Lost,7801
4141,Arena 24,Ice Spirit,Won,8076
4142,Arena 24,Ice Wizard,Lost,1753
4143,Arena 24,Ice Wizard,Won,1570
4144,Arena 24,Inferno Dragon,Lost,3066
4145,Arena 24,Inferno Dragon,Won,2929
4146,Arena 24,Inferno Tower,Lost,3299
4147,Arena 24,Inferno Tower,Won,3611
4148,Arena 24,Knight,Lost,8570
4149,Arena 24,Knight,Won,9112
4150,Arena 24,Lava Hound,Lost,691
4151,Arena 24,Lava Hound,Won,394
4152,Arena 24,Lightning,Lost,1968
4153,Arena 24,Lightning,Won,1137
4154,Arena 24,Little Prince,Lost,558
4155,Arena 24,Little Prince,Won,645
4156,Arena 24,Lumberjack,Lost,3614
4157,Arena 24,Lumberjack,Won,3529
4158,Arena 24,Magic Archer,Lost,1864
4159,Arena 24,Magic Archer,Won,1776
4160,Arena 24,Mega Knight,Lost,11002
4161,Arena 24,Mega Knight,Won,12106
4162,Arena 24,Mega Minion,Lost,1127
4163,Arena 24,Mega Minion,Won,829
4164,Arena 24,Mighty Miner,Lost,1167
4165,Arena 24,Mighty Miner,Won,994
4166,Arena 24,Miner,Lost,2346
4167,Arena 24,Miner,Won,1825
4168,Arena 24,Mini P.E.K.K.A,Lost,6993
4169,Arena 24,Mini P.E.K.K.A,Won,7618
4170,Arena 24,Minion Horde,Lost,1942
4171,Arena 24,Minion Horde,Won,1926
4172,Arena 24,Minions,Lost,2927
4173,Arena 24,Minions,Won,2990
4174,Arena 24,Mirror,Lost,1456
4175,Arena 24,Mirror,Won,1415
4176,Arena 24,Monk,Lost,612
4177,Arena 24,Monk,Won,428
4178,Arena 24,Mortar,Lost,1003
4179,Arena 24,Mortar,Won,826
4180,Arena 24,Mother Witch,Lost,797
4181,Arena 24,Mother Witch,Won,706
4182,Arena 24,Musketeer,Lost,2999
4183,Arena 24,Musketeer,Won,3086
4184,Arena 24,Night Witch,Lost,830
4185,Arena 24,Night Witch,Won,620
4186,Arena 24,P.E.K.K.A,Lost,4972
4187,Arena 24,P.E.K.K.A,Won,5159
4188,Arena 24,Phoenix,Lost,292
4189,Arena 24,Phoenix,Won,163
4190,Arena 24,Poison,Lost,1868
4191,Arena 24,Poison,Won,1589
4192,Arena 24,Prince,Lost,3253
4193,Arena 24,Prince,Won,3307
4194,Arena 24,Princess,Lost,3971
4195,Arena 24,Princess,Won,4332
4196,Arena 24,Rage,Lost,3280
4197,Arena 24,Rage,Won,3018
4198,Arena 24,Ram Rider,Lost,1445
4199,Arena 24,Ram Rider,Won,1354
4200,Arena 24,Rascals,Lost,331
4201,Arena 24,Rascals,Won,413
4202,Arena 24,Rocket,Lost,2259
4203,Arena 24,Rocket,Won,2353
4204,Arena 24,Royal Delivery,Lost,924
4205,Arena 24,Royal Delivery,Won,976
4206,Arena 24,Royal Ghost,Lost,2816
4207,Arena 24,Royal Ghost,Won,2798
4208,Arena 24,Royal Giant,Lost,2046
4209,Arena 24,Royal Giant,Won,1767
4210,Arena 24,Royal Hogs,Lost,1051
4211,Arena 24,Royal Hogs,Won,1059
4212,Arena 24,Royal Recruits,Lost,1005
4213,Arena 24,Royal Recruits,Won,1068
4214,Arena 24,Rune Giant,Lost,8
4215,Arena 24,Rune Giant,Won,8
4216,Arena 24,Skeleton Army,Lost,8548
4217,Arena 24,Skeleton Army,Won,9295
4218,Arena 24,Skeleton Barrel,Lost,2659
4219,Arena 24,Skeleton Barrel,Won,2716
4220,Arena 24,Skeleton Dragons,Lost,621
4221,Arena 24,Skeleton Dragons,Won,384
4222,Arena 24,Skeleton King,Lost,2477
4223,Arena 24,Skeleton King,Won,2168
4224,Arena 24,Skeletons,Lost,7612
4225,Arena 24,Skeletons,Won,7333
4226,Arena 24,Sparky,Lost,1089
4227,Arena 24,Sparky,Won,1114
4228,Arena 24,Spear Goblins,Lost,1266
4229,Arena 24,Spear Goblins,Won,932
4230,Arena 24,Spirit Empress,Lost,300
4231,Arena 24,Spirit Empress,Won,187
4232,Arena 24,Suspicious Bush,Lost,354
4233,Arena 24,Suspicious Bush,Won,360
4234,Arena 24,Tesla,Lost,8790
4235,Arena 24,Tesla,Won,9283
4236,Arena 24,The Log,Lost,16958
4237,Arena 24,The Log,Won,18024
4238,Arena 24,Three Musketeers,Lost,107
4239,Arena 24,Three Musketeers,Won,127
4240,Arena 24,Tombstone,Lost,1282
4241,Arena 24,Tombstone,Won,1052
4242,Arena 24,Tornado,Lost,2390
4243,Arena 24,Tornado,Won,1684
4244,Arena 24,Valkyrie,Lost,11830
4245,Arena 24,Valkyrie,Won,12847
4246,Arena 24,Vines,Lost,2056
4247,Arena 24,Vines,Won,2065
4248,Arena 24,Void,Lost,86
4249,Arena 24,Void,Won,76
4250,Arena 24,Wall Breakers,Lost,2919
4251,Arena 24,Wall Breakers,Won,2986
4252,Arena 24,Witch,Lost,7714
4253,Arena 24,Witch,Won,8107
4254,Arena 24,Wizard,Lost,5418
4255,Arena 24,Wizard,Won,5796
4256,Arena 24,X-Bow,Lost,779
4257,Arena 24,X-Bow,Won,786
4258,Arena 24,Zap,Lost,8030
4259,Arena 24,Zap,Won,8235
4260,Arena 24,Zappies,Lost,463
4261,Arena 24,Zappies,Won,454
4262,Arena 13,Archer Queen,Lost,7
4263,Arena 13,Archer Queen,Won,6
4264,Arena 13,Archers,Lost,2027
4265,Arena 13,Archers,Won,2762
4266,Arena 13,Arrows,Lost,9304
4267,Arena 13,Arrows,Won,8047
4268,Arena 13,Baby Dragon,Lost,7204
4269,Arena 13,Baby Dragon,Won,8180
4270,Arena 13,Balloon,Lost,2350
4271,Arena 13,Balloon,Won,1484
4272,Arena 13,Bandit,Lost,889
4273,Arena 13,Bandit,Won,984
4274,Arena 13,Barbarian Barrel,Lost,3409
4275,Arena 13,Barbarian Barrel,Won,2078
4276,Arena 13,Barbarian Hut,Lost,33
4277,Arena 13,Barbarian Hut,Won,20
4278,Arena 13,Barbarians,Lost,2138
4279,Arena 13,Barbarians,Won,2240
4280,Arena 13,Bats,Lost,5049
4281,Arena 13,Bats,Won,3105
4282,Arena 13,Battle Healer,Lost,59
4283,Arena 13,Battle Healer,Won,76
4284,Arena 13,Battle Ram,Lost,891
4285,Arena 13,Battle Ram,Won,914
4286,Arena 13,Berserker,Lost,350
4287,Arena 13,Berserker,Won,424
4288,Arena 13,Bomb Tower,Lost,1109
4289,Arena 13,Bomb Tower,Won,639
4290,Arena 13,Bomber,Lost,1431
4291,Arena 13,Bomber,Won,1456
4292,Arena 13,Boss Bandit,Lost,130
4293,Arena 13,Boss Bandit,Won,250
4294,Arena 13,Bowler,Lost,817
4295,Arena 13,Bowler,Won,709
4296,Arena 13,Cannon,Lost,3977
4297,Arena 13,Cannon,Won,4704
4298,Arena 13,Cannon Cart,Lost,1
4299,Arena 13,Clone,Lost,24
4300,Arena 13,Clone,Won,31
4301,Arena 13,Dark Prince,Lost,2014
4302,Arena 13,Dark Prince,Won,1763
4303,Arena 13,Dart Goblin,Lost,4363
4304,Arena 13,Dart Goblin,Won,5000
4305,Arena 13,Earthquake,Lost,131
4306,Arena 13,Earthquake,Won,136
4307,Arena 13,Electro Dragon,Lost,702
4308,Arena 13,Electro Dragon,Won,847
4309,Arena 13,Electro Giant,Lost,231
4310,Arena 13,Electro Giant,Won,275
4311,Arena 13,Electro Spirit,Lost,1678
4312,Arena 13,Electro Spirit,Won,1628
4313,Arena 13,Electro Wizard,Lost,4066
4314,Arena 13,Electro Wizard,Won,4816
4315,Arena 13,Elite Barbarians,Lost,835
4316,Arena 13,Elite Barbarians,Won,970
4317,Arena 13,Elixir Collector,Lost,4
4318,Arena 13,Elixir Collector,Won,7
4319,Arena 13,Elixir Golem,Lost,21
4320,Arena 13,Elixir Golem,Won,19
4321,Arena 13,Executioner,Lost,760
4322,Arena 13,Executioner,Won,1042
4323,Arena 13,Fire Spirit,Lost,471
4324,Arena 13,Fire Spirit,Won,480
4325,Arena 13,Fireball,Lost,5256
4326,Arena 13,Fireball,Won,5609
4327,Arena 13,Firecracker,Lost,3103
4328,Arena 13,Firecracker,Won,3479
4329,Arena 13,Fisherman,Lost,13
4330,Arena 13,Fisherman,Won,4
4331,Arena 13,Flying Machine,Lost,937
4332,Arena 13,Flying Machine,Won,367
4333,Arena 13,Freeze,Lost,1950
4334,Arena 13,Freeze,Won,1390
4335,Arena 13,Furnace,Lost,302
4336,Arena 13,Furnace,Won,390
4337,Arena 13,Giant,Lost,2689
4338,Arena 13,Giant,Won,1109
4339,Arena 13,Giant Skeleton,Lost,857
4340,Arena 13,Giant Skeleton,Won,539
4341,Arena 13,Giant Snowball,Lost,3172
4342,Arena 13,Giant Snowball,Won,1959
4343,Arena 13,Goblin Barrel,Lost,9522
4344,Arena 13,Goblin Barrel,Won,11089
4345,Arena 13,Goblin Cage,Lost,1297
4346,Arena 13,Goblin Cage,Won,728
4347,Arena 13,Goblin Demolisher,Lost,153
4348,Arena 13,Goblin Demolisher,Won,95
4349,Arena 13,Goblin Drill,Lost,13
4350,Arena 13,Goblin Drill,Won,23
4351,Arena 13,Goblin Gang,Lost,3670
4352,Arena 13,Goblin Gang,Won,3266
4353,Arena 13,Goblin Giant,Lost,620
4354,Arena 13,Goblin Giant,Won,319
4355,Arena 13,Goblin Hut,Lost,1638
4356,Arena 13,Goblin Hut,Won,972
4357,Arena 13,Goblin Machine,Won,7
4358,Arena 13,Goblins,Lost,384
4359,Arena 13,Goblins,Won,400
4360,Arena 13,Goblinstein,Lost,17
4361,Arena 13,Goblinstein,Won,16
4362,Arena 13,Golden Knight,Lost,9
4363,Arena 13,Golden Knight,Won,24
4364,Arena 13,Golem,Lost,657
4365,Arena 13,Golem,Won,498
4366,Arena 13,Graveyard,Lost,1595
4367,Arena 13,Graveyard,Won,933
4368,Arena 13,Guards,Lost,3687
4369,Arena 13,Guards,Won,2872
4370,Arena 13,Heal Spirit,Lost,106
4371,Arena 13,Heal Spirit,Won,82
4372,Arena 13,Hog Rider,Lost,6539
4373,Arena 13,Hog Rider,Won,8063
4374,Arena 13,Hunter,Lost,450
4375,Arena 13,Hunter,Won,491
4376,Arena 13,Ice Golem,Lost,1234
4377,Arena 13,Ice Golem,Won,867
4378,Arena 13,Ice Spirit,Lost,3642
4379,Arena 13,Ice Spirit,Won,3561
4380,Arena 13,Ice Wizard,Lost,1620
4381,Arena 13,Ice Wizard,Won,1712
4382,Arena 13,Inferno Dragon,Lost,5335
4383,Arena 13,Inferno Dragon,Won,5878
4384,Arena 13,Inferno Tower,Lost,1419
4385,Arena 13,Inferno Tower,Won,1354
4386,Arena 13,Knight,Lost,5966
4387,Arena 13,Knight,Won,6179
4388,Arena 13,Lava Hound,Lost,305
4389,Arena 13,Lava Hound,Won,67
4390,Arena 13,Lightning,Lost,1061
4391,Arena 13,Lightning,Won,420
4392,Arena 13,Little Prince,Lost,174
4393,Arena 13,Little Prince,Won,326
4394,Arena 13,Lumberjack,Lost,205
4395,Arena 13,Lumberjack,Won,345
4396,Arena 13,Magic Archer,Lost,635
4397,Arena 13,Magic Archer,Won,751
4398,Arena 13,Mega Knight,Lost,7669
4399,Arena 13,Mega Knight,Won,10518
4400,Arena 13,Mega Minion,Lost,1433
4401,Arena 13,Mega Minion,Won,599
4402,Arena 13,Mighty Miner,Lost,16
4403,Arena 13,Mighty Miner,Won,24
4404,Arena 13,Miner,Lost,3587
4405,Arena 13,Miner,Won,1702
4406,Arena 13,Mini P.E.K.K.A,Lost,10902
4407,Arena 13,Mini P.E.K.K.A,Won,12995
4408,Arena 13,Minion Horde,Lost,1123
4409,Arena 13,Minion Horde,Won,826
4410,Arena 13,Minions,Lost,2716
4411,Arena 13,Minions,Won,2332
4412,Arena 13,Mirror,Lost,38
4413,Arena 13,Mirror,Won,33
4414,Arena 13,Monk,Lost,28
4415,Arena 13,Monk,Won,50
4416,Arena 13,Mortar,Lost,110
4417,Arena 13,Mortar,Won,142
4418,Arena 13,Mother Witch,Lost,6
4419,Arena 13,Mother Witch,Won,8
4420,Arena 13,Musketeer,Lost,2256
4421,Arena 13,Musketeer,Won,2303
4422,Arena 13,Night Witch,Lost,21
4423,Arena 13,Night Witch,Won,28
4424,Arena 13,P.E.K.K.A,Lost,1923
4425,Arena 13,P.E.K.K.A,Won,2000
4426,Arena 13,Phoenix,Lost,183
4427,Arena 13,Phoenix,Won,160
4428,Arena 13,Poison,Lost,2531
4429,Arena 13,Poison,Won,1063
4430,Arena 13,Prince,Lost,5600
4431,Arena 13,Prince,Won,4950
4432,Arena 13,Princess,Lost,3467
4433,Arena 13,Princess,Won,4359
4434,Arena 13,Rage,Lost,40
4435,Arena 13,Rage,Won,74
4436,Arena 13,Ram Rider,Lost,1641
4437,Arena 13,Ram Rider,Won,1852
4438,Arena 13,Rascals,Lost,251
4439,Arena 13,Rascals,Won,268
4440,Arena 13,Rocket,Lost,732
4441,Arena 13,Rocket,Won,431
4442,Arena 13,Royal Delivery,Lost,6
4443,Arena 13,Royal Delivery,Won,8
4444,Arena 13,Royal Ghost,Lost,3792
4445,Arena 13,Royal Ghost,Won,5126
4446,Arena 13,Royal Giant,Lost,379
4447,Arena 13,Royal Giant,Won,386
4448,Arena 13,Royal Hogs,Lost,1567
4449,Arena 13,Royal Hogs,Won,1243
4450,Arena 13,Royal Recruits,Lost,1244
4451,Arena 13,Royal Recruits,Won,710
4452,Arena 13,Rune Giant,Lost,37
4453,Arena 13,Rune Giant,Won,45
4454,Arena 13,Skeleton Army,Lost,13486
4455,Arena 13,Skeleton Army,Won,16002
4456,Arena 13,Skeleton Barrel,Lost,1363
4457,Arena 13,Skeleton Barrel,Won,1011
4458,Arena 13,Skeleton Dragons,Lost,442
4459,Arena 13,Skeleton Dragons,Won,257
4460,Arena 13,Skeleton King,Lost,1
4461,Arena 13,Skeleton King,Won,2
4462,Arena 13,Skeletons,Lost,3425
4463,Arena 13,Skeletons,Won,3479
4464,Arena 13,Sparky,Lost,2249
4465,Arena 13,Sparky,Won,2135
4466,Arena 13,Spear Goblins,Lost,2481
4467,Arena 13,Spear Goblins,Won,1122
4468,Arena 13,Spirit Empress,Lost,1
4469,Arena 13,Suspicious Bush,Lost,395
4470,Arena 13,Suspicious Bush,Won,448
4471,Arena 13,Tesla,Lost,2955
4472,Arena 13,Tesla,Won,3484
4473,Arena 13,The Log,Lost,8343
4474,Arena 13,The Log,Won,10883
4475,Arena 13,Three Musketeers,Lost,270
4476,Arena 13,Three Musketeers,Won,119
4477,Arena 13,Tombstone,Lost,844
4478,Arena 13,Tombstone,Won,945
4479,Arena 13,Tornado,Lost,38
4480,Arena 13,Tornado,Won,46
4481,Arena 13,Valkyrie,Lost,7983
4482,Arena 13,Valkyrie,Won,8772
4483,Arena 13,Vines,Lost,1666
4484,Arena 13,Vines,Won,2232
4485,Arena 13,Wall Breakers,Lost,2964
4486,Arena 13,Wall Breakers,Won,2281
4487,Arena 13,Witch,Lost,11742
4488,Arena 13,Witch,Won,13785
4489,Arena 13,Wizard,Lost,7246
4490,Arena 13,Wizard,Won,6960
4491,Arena 13,X-Bow,Lost,676
4492,Arena 13,X-Bow,Won,578
4493,Arena 13,Zap,Lost,5568
4494,Arena 13,Zap,Won,4493
4495,Arena 13,Zappies,Lost,865
4496,Arena 13,Zappies,Won,447
4497,Arena 14,Archer Queen,Lost,5
4498,Arena 14,Archer Queen,Won,4
4499,Arena 14,Archers,Lost,2305
4500,Arena 14,Archers,Won,2935
4501,Arena 14,Arrows,Lost,8832
4502,Arena 14,Arrows,Won,8215
4503,Arena 14,Baby Dragon,Lost,6282
4504,Arena 14,Baby Dragon,Won,7517
4505,Arena 14,Balloon,Lost,3330
4506,Arena 14,Balloon,Won,2122
4507,Arena 14,Bandit,Lost,2645
4508,Arena 14,Bandit,Won,2157
4509,Arena 14,Barbarian Barrel,Lost,3818
4510,Arena 14,Barbarian Barrel,Won,2702
4511,Arena 14,Barbarian Hut,Lost,27
4512,Arena 14,Barbarian Hut,Won,10
4513,Arena 14,Barbarians,Lost,2097
4514,Arena 14,Barbarians,Won,2049
4515,Arena 14,Bats,Lost,4700
4516,Arena 14,Bats,Won,3673
4517,Arena 14,Battle Healer,Lost,294
4518,Arena 14,Battle Healer,Won,155
4519,Arena 14,Battle Ram,Lost,1504
4520,Arena 14,Battle Ram,Won,1092
4521,Arena 14,Berserker,Lost,740
4522,Arena 14,Berserker,Won,550
4523,Arena 14,Bomb Tower,Lost,672
4524,Arena 14,Bomb Tower,Won,554
4525,Arena 14,Bomber,Lost,1704
4526,Arena 14,Bomber,Won,1567
4527,Arena 14,Boss Bandit,Lost,201
4528,Arena 14,Boss Bandit,Won,368
4529,Arena 14,Bowler,Lost,1199
4530,Arena 14,Bowler,Won,928
4531,Arena 14,Cannon,Lost,4423
4532,Arena 14,Cannon,Won,4891
4533,Arena 14,Cannon Cart,Won,3
4534,Arena 14,Clone,Lost,56
4535,Arena 14,Clone,Won,80
4536,Arena 14,Dark Prince,Lost,1862
4537,Arena 14,Dark Prince,Won,1928
4538,Arena 14,Dart Goblin,Lost,4609
4539,Arena 14,Dart Goblin,Won,5440
4540,Arena 14,Earthquake,Lost,153
4541,Arena 14,Earthquake,Won,113
4542,Arena 14,Electro Dragon,Lost,1367
4543,Arena 14,Electro Dragon,Won,1111
4544,Arena 14,Electro Giant,Lost,603
4545,Arena 14,Electro Giant,Won,510
4546,Arena 14,Electro Spirit,Lost,1791
4547,Arena 14,Electro Spirit,Won,1598
4548,Arena 14,Electro Wizard,Lost,5160
4549,Arena 14,Electro Wizard,Won,5398
4550,Arena 14,Elite Barbarians,Lost,1317
4551,Arena 14,Elite Barbarians,Won,1310
4552,Arena 14,Elixir Collector,Lost,7
4553,Arena 14,Elixir Collector,Won,7
4554,Arena 14,Elixir Golem,Lost,679
4555,Arena 14,Elixir Golem,Won,508
4556,Arena 14,Executioner,Lost,1951
4557,Arena 14,Executioner,Won,2437
4558,Arena 14,Fire Spirit,Lost,372
4559,Arena 14,Fire Spirit,Won,415
4560,Arena 14,Fireball,Lost,6256
4561,Arena 14,Fireball,Won,5974
4562,Arena 14,Firecracker,Lost,3835
4563,Arena 14,Firecracker,Won,4119
4564,Arena 14,Fisherman,Lost,13
4565,Arena 14,Fisherman,Won,24
4566,Arena 14,Flying Machine,Lost,1030
4567,Arena 14,Flying Machine,Won,518
4568,Arena 14,Freeze,Lost,2028
